DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,FR,2020,92211.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,GE,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HR,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2009,3878.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2010,3963.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2011,3964.900,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2012,3986.135,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2013,3869.526,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2014,3937.414,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2015,3994.282,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2016,4070.704,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2017,4084.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2018,4006.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2019,4106.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,HU,2020,4053.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IE,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IS,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,IT,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2009,2845.500,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LT,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LU,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,LV,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MD,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,ME,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MK,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,MT,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2009,980.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2010,917.400,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2011,959.200,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2012,920.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2013,656.200,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2014,941.300,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2015,937.350,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2016,916.140,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2017,789.540,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2018,812.260,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2019,910.310,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NL,2020,955.890,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,NO,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PL,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,PT,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2009,2979.600,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2010,2922.830,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2011,2978.900,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2012,3008.490,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2013,2922.200,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2014,2941.200,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2015,2940.100,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2016,2810.700,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2017,2907.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2018,2877.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2019,2846.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RO,2020,2887.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2009,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2010,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2011,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2012,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2013,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2014,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2015,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2017,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2018,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2019,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,RS,2020,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2009,12881.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2010,14498.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2011,15252.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2012,15632.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2013,15996.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2014,16362.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2015,15532.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2016,15699.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2017,16351.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2018,16727.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2019,16239.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SE,2020,12028.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2009,1354.686,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2010,1335.240,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2011,1470.482,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2012,1308.132,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2013,1250.900,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2014,1499.459,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2015,1332.200,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2016,1348.646,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2017,1488.100,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2018,1364.600,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2019,1375.200,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SI,2020,1496.852,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2009,3783.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2010,3853.280,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2011,4027.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2012,4050.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2013,4110.510,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2014,4053.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2015,4028.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,N900H,KTOE,SK,2016,3894.000,
