DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2009,100.500,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2010,110.900,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2011,138.974,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2012,77.225,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2013,67.005,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2014,86.449,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2015,94.089,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2016,49.941,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2017,123.149,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2018,239.094,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2019,123.502,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AL,2020,150.666,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2009,2868.802,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2010,3383.533,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2011,3482.458,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2012,3245.066,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2013,3316.827,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2014,3049.524,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2015,3225.201,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2016,3013.647,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2017,3108.778,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2018,2739.549,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2019,2885.071,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,AT,2020,2471.505,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2014,3657.915,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2015,3615.414,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2016,4111.803,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2017,4188.714,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2018,4230.078,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2019,3908.080,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BA,2020,4009.674,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2009,3135.275,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2010,3787.179,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2011,3505.124,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2012,3235.666,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2013,3563.085,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2014,3476.418,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2015,3424.933,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2016,3155.214,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2017,3058.755,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2018,3069.768,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2019,3039.945,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BE,2020,2351.567,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2009,6415.859,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2010,6938.197,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2011,8093.680,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2012,6915.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2013,5946.623,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2014,6357.280,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2015,6607.404,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2016,5698.588,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2017,6122.761,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2018,5633.718,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2019,5248.812,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,BG,2020,4282.891,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2009,14.559,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2010,16.779,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2011,7.460,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2012,0.124,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2013,0.124,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2014,2.218,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2015,3.679,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2016,0.000,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2017,2.980,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2018,13.614,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2019,17.199,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CY,2020,14.004,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2009,17608.418,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2010,18846.975,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2011,18300.811,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2012,17283.113,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2013,17276.269,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2014,15972.076,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2015,16394.610,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2016,16553.885,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2017,15837.627,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2018,15815.285,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2019,14201.110,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,CZ,2020,12188.634,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2009,72071.598,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2010,79075.728,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2011,77965.871,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2012,79918.633,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2013,81561.127,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2014,79604.753,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2015,79414.733,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2016,77130.836,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2017,71308.498,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2018,69738.592,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2019,56465.035,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DE,2020,44595.681,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2009,4003.471,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2010,3808.941,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2011,3234.475,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2012,2467.764,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2013,3173.545,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2014,2533.670,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2015,1817.650,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2016,2004.774,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2017,1535.847,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2018,1562.979,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2019,872.696,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,DK,2020,712.250,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2009,140310.281,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2010,147790.782,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2011,152570.268,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2012,159101.065,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2013,154701.105,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2014,148113.975,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2015,150034.259,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2016,140757.209,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2017,135677.102,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2018,128567.501,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2019,98743.407,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EA19,2020,75235.319,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2009,44.185,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2010,23.940,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2011,29.079,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2012,24.464,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2013,27.993,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2014,33.582,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2015,13.360,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2016,8.659,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2017,12.289,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2018,16.743,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2019,14.129,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EE,2020,-2.726,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2009,8425.257,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2010,7863.033,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2011,7886.860,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2012,8134.842,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2013,6981.004,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2014,6687.083,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2015,5606.374,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2016,4369.484,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2017,4816.635,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2018,4564.069,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2019,3196.088,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EL,2020,1830.920,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2009,9665.228,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2010,7281.087,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2011,12716.137,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2012,15518.743,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2013,11447.726,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2014,11568.180,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2015,13583.196,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2016,10836.007,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2017,12907.895,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2018,11521.899,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2019,5071.746,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,ES,2020,3099.844,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2009,231679.642,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2010,245081.120,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2011,250501.882,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2012,248765.086,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2013,244924.006,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2014,232765.819,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2015,234066.309,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2016,224575.550,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2017,218771.364,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2018,210387.629,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2019,171905.911,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,EU27_2020,2020,140313.408,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2009,3535.801,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2010,4586.783,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2011,3948.281,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2012,2994.989,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2013,3787.742,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2014,3070.445,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2015,2735.995,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2016,2959.280,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2017,2840.599,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2018,2739.702,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2019,2131.032,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FI,2020,1840.438,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2009,11116.820,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2010,11962.119,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2011,11279.263,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2012,12526.685,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2013,13244.766,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2014,9845.648,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2015,9326.745,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2016,9111.639,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2017,9921.502,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2018,9132.124,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2019,7328.580,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,FR,2020,5298.894,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2013,315.223,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2014,290.868,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2015,271.769,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2016,261.649,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2017,291.568,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2018,302.559,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2019,241.170,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,GE,2020,213.048,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2009,506.723,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2010,682.699,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2011,702.722,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2012,631.278,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2013,675.106,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2014,646.682,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2015,605.788,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2016,651.006,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2017,392.335,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2018,366.355,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2019,418.431,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HR,2020,361.191,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2009,2559.692,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2010,2703.315,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2011,2708.427,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2012,2604.277,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2013,2265.987,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2014,2208.787,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2015,2359.386,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2016,2189.208,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2017,2235.030,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2018,2133.421,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2019,1829.302,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,HU,2020,1683.004,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2009,1145.248,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2010,1233.085,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2011,1223.247,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2012,1484.982,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2013,1306.470,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2014,1250.530,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2015,1467.004,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2016,1448.239,
ESTAT:TEN00121(1.0),14/04/22 11:00:00,A,GAE,C0000X0350-0370,KTOE,IE,2017,1146.596,
