product,country,year,value
Total,Italy,1998,932662.8
Total,Italy,1999,954036.0
Total,Italy,2000,993078.846
Total,Italy,2001,1001476.915
Total,Italy,2002,1024223.648
Total,Italy,2003,1054785.535
Total,Italy,2004,1088630.788
Total,Italy,2005,1089308.135
Total,Italy,2006,1127140.776
Total,Italy,2007,1126322.575
Total,Italy,2008,1145576.862
Total,Italy,2009,1051336.728
Total,Italy,2010,1084625.622
Total,Italy,2011,1086380.435
Total,Italy,2012,1074691.595
Total,Italy,2013,1040577.487
Total,Italy,2014,1004995.814
Total,Italy,2015,1016625.859
Total,Italy,2016,1040516.492
Total,Italy,2017,1062608.458
Total,Italy,2018,1040786.053
Total,Italy,2019,1055531.286
Total,Italy,2020,1008106.312
Total,Netherlands,1990,258458.767
Total,Netherlands,1991,267347.304
Total,Netherlands,1992,277380.839
Total,Netherlands,1993,277002.637
Total,Netherlands,1994,286738.492
Total,Netherlands,1995,291132.857
Total,Netherlands,1996,306674.842
Total,Netherlands,1997,310628.646
Total,Netherlands,1998,327249.025
Total,Netherlands,1999,311552.77
Total,Netherlands,2000,321778.897
Total,Netherlands,2001,336317.058
Total,Netherlands,2002,344718.076
Total,Netherlands,2003,347747.828
Total,Netherlands,2004,363638.452
Total,Netherlands,2005,358777.94
Total,Netherlands,2006,355266.439
Total,Netherlands,2007,377961.484
Total,Netherlands,2008,386654.303
Total,Netherlands,2009,408814.196
Total,Netherlands,2010,428815.03
Total,Netherlands,2011,409727.466
Total,Netherlands,2012,371116.832
Total,Netherlands,2013,365426.021
Total,Netherlands,2014,371564.51
Total,Netherlands,2015,391621.644
Total,Netherlands,2016,409780.663
Total,Netherlands,2017,416342.678
Total,Netherlands,2018,409171.028
Total,Netherlands,2019,434906.982
Total,Netherlands,2020,442949.116
Total,Poland,1990,490719.6
Total,Poland,1991,484970.4
Total,Poland,1992,477900.0
Total,Poland,1993,481921.2
Total,Poland,1994,487249.2
Total,Poland,1995,500421.6
Total,Poland,1996,515422.8
Total,Poland,1997,514044.0
Total,Poland,1998,514040.49
Total,Poland,1999,511660.8
Total,Poland,2000,522664.546
Total,Poland,2001,524215.807
Total,Poland,2002,518853.478
Total,Poland,2003,545872.612
Total,Poland,2004,553986.493
Total,Poland,2005,563875.135
Total,Poland,2006,581126.098
Total,Poland,2007,572747.857
Total,Poland,2008,558858.017
Total,Poland,2009,546071.915
Total,Poland,2010,567270.752
Total,Poland,2011,588394.174
Total,Poland,2012,583409.754
Total,Poland,2013,592086.316
Total,Poland,2014,572100.437
Total,Poland,2015,593385.44
Total,Poland,2016,599649.887
Total,Poland,2017,613452.823
Total,Poland,2018,611692.52
Total,Poland,2019,589503.892
Total,Poland,2020,568616.537
