COUNTRY,YEAR,PC_DEP,NAME
SVK,2010,64.448,Slovakia
SVK,2011,65.933,Slovakia
SVK,2012,61.625,Slovakia
SVK,2013,60.825,Slovakia
SVK,2014,62.135,Slovakia
SVK,2015,60.102,Slovakia
SVK,2016,60.551,Slovakia
SVK,2017,64.845,Slovakia
SVK,2018,63.679,Slovakia
SVK,2019,69.762,Slovakia
SVK,2020,56.329,Slovakia
SVN,1990,45.867,Slovenia
SVN,1991,42.493,Slovenia
SVN,1992,42.006,Slovenia
SVN,1993,48.369,Slovenia
SVN,1994,49.334,Slovenia
SVN,1995,51.018,Slovenia
SVN,1996,55.512,Slovenia
SVN,1997,55.468,Slovenia
SVN,1998,52.525,Slovenia
SVN,1999,55.969,Slovenia
SVN,2000,51.852,Slovenia
SVN,2001,48.94,Slovenia
SVN,2002,49.749,Slovenia
SVN,2003,52.467,Slovenia
SVN,2004,51.379,Slovenia
SVN,2005,50.826,Slovenia
SVN,2006,50.897,Slovenia
SVN,2007,50.821,Slovenia
SVN,2008,53.587,Slovenia
SVN,2009,48.834,Slovenia
SVN,2010,49.277,Slovenia
SVN,2011,48.329,Slovenia
SVN,2012,51.813,Slovenia
SVN,2013,47.461,Slovenia
SVN,2014,45.187,Slovenia
SVN,2015,49.304,Slovenia
SVN,2016,49.017,Slovenia
SVN,2017,50.769,Slovenia
SVN,2018,51.213,Slovenia
SVN,2019,52.116,Slovenia
SVN,2020,45.801,Slovenia
SWE,1990,38.187,Sweden
SWE,1991,35.713,Sweden
SWE,1992,37.404,Sweden
SWE,1993,38.858,Sweden
SWE,1994,40.376,Sweden
SWE,1995,37.757,Sweden
SWE,1996,40.442,Sweden
SWE,1997,38.406,Sweden
SWE,1998,37.875,Sweden
SWE,1999,35.185,Sweden
SWE,2000,39.316,Sweden
SWE,2001,37.005,Sweden
SWE,2002,37.664,Sweden
SWE,2003,43.679,Sweden
SWE,2004,37.256,Sweden
SWE,2005,38.075,Sweden
SWE,2006,38.227,Sweden
SWE,2007,36.797,Sweden
SWE,2008,38.416,Sweden
SWE,2009,38.186,Sweden
SWE,2010,37.99,Sweden
SWE,2011,36.476,Sweden
SWE,2012,30.164,Sweden
SWE,2013,32.79,Sweden
SWE,2014,32.335,Sweden
SWE,2015,30.061,Sweden
SWE,2016,33.301,Sweden
SWE,2017,26.658,Sweden
SWE,2018,29.059,Sweden
SWE,2019,30.044,Sweden
SWE,2020,33.511,Sweden
TUR,1990,53.545,Turkey
TUR,1991,47.41,Turkey
TUR,1992,50.231,Turkey
TUR,1993,55.291,Turkey
TUR,1994,55.86,Turkey
TUR,1995,59.274,Turkey
TUR,1996,60.447,Turkey
TUR,1997,59.945,Turkey
TUR,1998,60.155,Turkey
TUR,1999,60.893,Turkey
TUR,2000,65.384,Turkey
TUR,2001,64.574,Turkey
TUR,2002,67.567,Turkey
TUR,2003,70.507,Turkey
TUR,2004,70.222,Turkey
TUR,2005,71.68,Turkey
TUR,2006,72.792,Turkey
TUR,2007,74.154,Turkey
TUR,2008,72.379,Turkey
TUR,2009,70.375,Turkey
TUR,2010,70.651,Turkey
TUR,2011,71.111,Turkey
TUR,2012,75.642,Turkey
TUR,2013,75.385,Turkey
TUR,2014,76.294,Turkey
TUR,2015,77.877,Turkey
TUR,2016,75.482,Turkey
TUR,2017,77.168,Turkey
TUR,2018,73.789,Turkey
TUR,2019,69.952,Turkey
TUR,2020,70.648,Turkey
UKR,1990,47.639,Ukraine
UKR,1991,53.334,Ukraine
UKR,1992,50.773,Ukraine
UKR,1993,46.423,Ukraine
UKR,1994,45.53,Ukraine
UKR,1995,50.254,Ukraine
UKR,1996,51.058,Ukraine
UKR,1997,48.094,Ukraine
UKR,1998,45.201,Ukraine
UKR,1999,44.255,Ukraine
UKR,2000,43.052,Ukraine
UKR,2001,43.266,Ukraine
UKR,2002,43.599,Ukraine
UKR,2003,46.5,Ukraine
UKR,2004,45.282,Ukraine
UKR,2005,42.308,Ukraine
UKR,2006,41.476,Ukraine
UKR,2007,40.904,Ukraine
UKR,2008,42.416,Ukraine
UKR,2009,36.023,Ukraine
UKR,2010,31.557,Ukraine
UKR,2011,37.587,Ukraine
UKR,2012,31.325,Ukraine
UKR,2013,26.98,Ukraine
UKR,2014,25.912,Ukraine
UKR,2015,32.221,Ukraine
UKR,2016,30.13,Ukraine
UKR,2017,36.948,Ukraine
UKR,2018,34.467,Ukraine
UKR,2019,36.786,Ukraine
UKR,2020,34.057,Ukraine
