from,to,year,coal_value,from_name,from_lat,from_lon,to_name,to_lat,to_lon
POL,AUT,2007,2876.456,Poland,51.919438,19.145136,Austria,47.516231,14.550072
CZE,AUT,2007,2003.13,Czechia,49.817492,15.472962,Austria,47.516231,14.550072
USA,AUT,2007,459.677,USA,48.80463093,-16.35109482,Austria,47.516231,14.550072
DEU,AUT,2007,220.495,Germany,48.91603664,10.16177296,Austria,47.516231,14.550072
HUN,AUT,2007,121.806,Hungary,47.162494,19.503304,Austria,47.516231,14.550072
CZE,AUT,1997,2713.0,Czechia,49.817492,15.472962,Austria,47.516231,14.550072
POL,AUT,1997,1651.0,Poland,51.919438,19.145136,Austria,47.516231,14.550072
DEU,AUT,1997,202.0,Germany,48.91603664,10.16177296,Austria,47.516231,14.550072
HUN,AUT,1997,81.0,Hungary,47.162494,19.503304,Austria,47.516231,14.550072
SVK,AUT,1997,21.0,Slovakia,49.269026,19.699024,Austria,47.516231,14.550072
CZE,AUT,1998,2357.0,Czechia,49.817492,15.472962,Austria,47.516231,14.550072
POL,AUT,1998,1919.0,Poland,51.919438,19.145136,Austria,47.516231,14.550072
DEU,AUT,1998,160.0,Germany,48.91603664,10.16177296,Austria,47.516231,14.550072
HUN,AUT,1998,31.0,Hungary,47.162494,19.503304,Austria,47.516231,14.550072
SVK,AUT,1998,16.0,Slovakia,49.269026,19.699024,Austria,47.516231,14.550072
CZE,AUT,1999,2231.0,Czechia,49.817492,15.472962,Austria,47.516231,14.550072
POL,AUT,1999,1711.0,Poland,51.919438,19.145136,Austria,47.516231,14.550072
DEU,AUT,1999,142.0,Germany,48.91603664,10.16177296,Austria,47.516231,14.550072
HUN,AUT,1999,29.0,Hungary,47.162494,19.503304,Austria,47.516231,14.550072
FRA,AUT,1999,9.0,France,46.227638,2.213749,Austria,47.516231,14.550072
POL,AUT,2000,2419.0,Poland,51.919438,19.145136,Austria,47.516231,14.550072
CZE,AUT,2000,1881.0,Czechia,49.817492,15.472962,Austria,47.516231,14.550072
DEU,AUT,2000,194.0,Germany,48.91603664,10.16177296,Austria,47.516231,14.550072
HUN,AUT,2000,29.0,Hungary,47.162494,19.503304,Austria,47.516231,14.550072
FRA,AUT,2000,11.0,France,46.227638,2.213749,Austria,47.516231,14.550072
RUS,FRA,2020,2452.035,Russia,55.7558,37.6173,France,46.227638,2.213749
AUS,FRA,2020,2430.547,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2020,1222.484,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2020,460.209,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2020,315.139,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,2003,4527.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2003,4030.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2003,2331.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,2003,2109.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
CHN,FRA,2003,1303.0,China,35.86166,104.195397,France,46.227638,2.213749
AUS,FRA,2010,3481.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2010,3329.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2010,3028.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
RUS,FRA,2010,2946.0,Russia,55.7558,37.6173,France,46.227638,2.213749
ZAF,FRA,2010,2407.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
USA,FRA,2011,3722.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2011,3363.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2011,2917.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,2011,2812.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
RUS,FRA,2011,2382.0,Russia,55.7558,37.6173,France,46.227638,2.213749
USA,FRA,2012,4249.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,2012,3676.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
COL,FRA,2012,3439.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2012,2648.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
RUS,FRA,2012,2637.0,Russia,55.7558,37.6173,France,46.227638,2.213749
USA,FRA,2013,4617.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,2013,3261.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
RUS,FRA,2013,2966.0,Russia,55.7558,37.6173,France,46.227638,2.213749
COL,FRA,2013,2900.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2013,2888.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
ZAF,FRA,2014,3251.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,2014,3111.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
RUS,FRA,2014,2680.0,Russia,55.7558,37.6173,France,46.227638,2.213749
USA,FRA,2014,2283.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2014,1937.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
AUS,FRA,2015,4296.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2015,2563.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
RUS,FRA,2015,2428.0,Russia,55.7558,37.6173,France,46.227638,2.213749
USA,FRA,2015,1703.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2015,1614.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
AUS,FRA,2016,4736.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
RUS,FRA,2016,2753.0,Russia,55.7558,37.6173,France,46.227638,2.213749
ZAF,FRA,2016,1680.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2016,1634.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,2016,1274.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
RUS,FRA,2017,4073.788,Russia,55.7558,37.6173,France,46.227638,2.213749
AUS,FRA,2017,3912.198,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2017,2420.909,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2017,2091.104,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2017,1709.058,South Africa,-30.559482,22.937506,France,46.227638,2.213749
RUS,FRA,2018,4264.385,Russia,55.7558,37.6173,France,46.227638,2.213749
AUS,FRA,2018,3794.008,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2018,1915.742,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2018,1576.191,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2018,839.626,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,2019,3499.341,Australia,22.01668395,30.63279925,France,46.227638,2.213749
RUS,FRA,2019,2801.769,Russia,55.7558,37.6173,France,46.227638,2.213749
USA,FRA,2019,1390.455,USA,48.80463093,-16.35109482,France,46.227638,2.213749
ZAF,FRA,2019,1198.738,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2019,892.09,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,1990,6605.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1990,3552.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
DEU,FRA,1990,2039.0,Germany,48.91603664,10.16177296,France,46.227638,2.213749
COL,FRA,1990,2033.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,1990,1884.0,China,35.86166,104.195397,France,46.227638,2.213749
USA,FRA,1991,8748.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1991,4407.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
COL,FRA,1991,2052.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,1991,1823.0,China,35.86166,104.195397,France,46.227638,2.213749
DEU,FRA,1991,1359.0,Germany,48.91603664,10.16177296,France,46.227638,2.213749
USA,FRA,1992,8562.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1992,4738.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,1992,2669.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,1992,1596.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,1992,1378.0,China,35.86166,104.195397,France,46.227638,2.213749
USA,FRA,1993,4686.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1993,2800.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,1993,2229.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
POL,FRA,1993,1168.0,Poland,51.919438,19.145136,France,46.227638,2.213749
COL,FRA,1993,1092.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,1994,3268.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1994,2978.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,1994,1732.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,1994,960.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,1994,862.0,China,35.86166,104.195397,France,46.227638,2.213749
USA,FRA,1995,3944.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1995,2586.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,1995,2130.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
CHN,FRA,1995,1250.0,China,35.86166,104.195397,France,46.227638,2.213749
POL,FRA,1995,1059.0,Poland,51.919438,19.145136,France,46.227638,2.213749
USA,FRA,1996,4134.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1996,2989.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,1996,2080.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,1996,1366.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
VEN,FRA,1996,1075.0,Venezuela,6.42375,-66.58973,France,46.227638,2.213749
USA,FRA,1997,3476.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1997,2970.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,1997,2418.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,1997,1555.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,1997,1110.0,China,35.86166,104.195397,France,46.227638,2.213749
ZAF,FRA,1998,4792.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
USA,FRA,1998,3452.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,1998,3261.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
COL,FRA,1998,2300.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
POL,FRA,1998,2275.0,Poland,51.919438,19.145136,France,46.227638,2.213749
ZAF,FRA,1999,4617.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,1999,3861.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,1999,2832.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,1999,2206.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,1999,1346.0,China,35.86166,104.195397,France,46.227638,2.213749
ZAF,FRA,2000,5870.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,2000,3840.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2000,3092.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
CHN,FRA,2000,1480.0,China,35.86166,104.195397,France,46.227638,2.213749
COL,FRA,2000,1173.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
AUS,FRA,2001,3891.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2001,3388.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
USA,FRA,2001,2688.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
CHN,FRA,2001,1511.0,China,35.86166,104.195397,France,46.227638,2.213749
COL,FRA,2001,1401.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
ZAF,FRA,2002,4869.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
AUS,FRA,2002,4518.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2002,1890.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2002,1611.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
CHN,FRA,2002,1335.0,China,35.86166,104.195397,France,46.227638,2.213749
AUS,FRA,2004,6015.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2004,3945.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2004,2852.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,2004,2235.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
POL,FRA,2004,935.0,Poland,51.919438,19.145136,France,46.227638,2.213749
AUS,FRA,2005,5309.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2005,4225.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2005,2516.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,2005,1928.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
POL,FRA,2005,1530.0,Poland,51.919438,19.145136,France,46.227638,2.213749
AUS,FRA,2006,5725.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2006,4239.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2006,2251.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
USA,FRA,2006,2000.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
BEL,FRA,2006,1195.0,Belgium,50.503887,3.469936,France,46.227638,2.213749
AUS,FRA,2007,6082.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2007,3971.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
USA,FRA,2007,1862.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
COL,FRA,2007,1813.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
BEL,FRA,2007,1703.0,Belgium,50.503887,3.469936,France,46.227638,2.213749
AUS,FRA,2008,6319.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
USA,FRA,2008,4072.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
ZAF,FRA,2008,3317.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2008,1956.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
RUS,FRA,2008,1838.0,Russia,55.7558,37.6173,France,46.227638,2.213749
USA,FRA,2009,3838.0,USA,48.80463093,-16.35109482,France,46.227638,2.213749
AUS,FRA,2009,2948.0,Australia,22.01668395,30.63279925,France,46.227638,2.213749
ZAF,FRA,2009,2903.0,South Africa,-30.559482,22.937506,France,46.227638,2.213749
COL,FRA,2009,1733.0,Colombia,4.570868,-74.297333,France,46.227638,2.213749
RUS,FRA,2009,1613.0,Russia,55.7558,37.6173,France,46.227638,2.213749
IDN,MKD,2018,76.049,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
USA,MKD,2018,57.952,USA,48.80463093,-16.35109482,North Macedonia,41.608635,21.745275
RUS,MKD,2018,57.608,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
SRB,MKD,2018,16.81,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
GRC,MKD,2018,2.345,Greece,39.074208,21.824312,North Macedonia,41.608635,21.745275
IDN,MKD,2010,105.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
UKR,MKD,2010,62.0,Ukraine,48.379433,31.16558,North Macedonia,41.608635,21.745275
COL,MKD,2010,9.0,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
SRB,MKD,2010,9.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
BIH,MKD,2010,7.0,Bosnia and Herzegovina,43.915886,17.679076,North Macedonia,41.608635,21.745275
IDN,MKD,2011,108.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
UKR,MKD,2011,55.0,Ukraine,48.379433,31.16558,North Macedonia,41.608635,21.745275
COL,MKD,2011,39.0,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
SRB,MKD,2011,31.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
RUS,MKD,2011,22.0,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
COL,MKD,2014,67.0,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
IDN,MKD,2014,55.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
SRB,MKD,2014,53.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
RUS,MKD,2014,33.0,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
BGR,MKD,2014,26.0,Bulgaria,42.733883,25.48583,North Macedonia,41.608635,21.745275
RUS,MKD,2016,117.303,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
IDN,MKD,2016,51.761,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
COL,MKD,2016,15.294,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
CZE,MKD,2016,13.563,Czechia,49.817492,15.472962,North Macedonia,41.608635,21.745275
SRB,MKD,2016,8.909,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
RUS,MKD,2017,99.913,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
USA,MKD,2017,25.821,USA,48.80463093,-16.35109482,North Macedonia,41.608635,21.745275
MOZ,MKD,2017,19.18,Mozambique,-18.665695,35.529562,North Macedonia,41.608635,21.745275
KOS,MKD,2017,6.119,Kosovo,42.602636,20.902977,North Macedonia,41.608635,21.745275
CHN,MKD,2017,4.671,China,35.86166,104.195397,North Macedonia,41.608635,21.745275
IDN,MKD,2019,99.83,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
USA,MKD,2019,57.52,USA,48.80463093,-16.35109482,North Macedonia,41.608635,21.745275
RUS,MKD,2019,48.307,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
SRB,MKD,2019,17.994,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
KOS,MKD,2019,4.215,Kosovo,42.602636,20.902977,North Macedonia,41.608635,21.745275
IDN,MKD,2020,134.114,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
SRB,MKD,2020,29.781,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
RUS,MKD,2020,6.961,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
GRC,MKD,2020,1.942,Greece,39.074208,21.824312,North Macedonia,41.608635,21.745275
BIH,MKD,2020,0.751,Bosnia and Herzegovina,43.915886,17.679076,North Macedonia,41.608635,21.745275
IDN,MKD,2009,69.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
SRB,MKD,2009,8.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
UKR,MKD,2009,5.0,Ukraine,48.379433,31.16558,North Macedonia,41.608635,21.745275
POL,MKD,2009,3.0,Poland,51.919438,19.145136,North Macedonia,41.608635,21.745275
BGR,MKD,2009,2.0,Bulgaria,42.733883,25.48583,North Macedonia,41.608635,21.745275
RUS,MKD,2015,71.0,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
IDN,MKD,2015,36.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
COL,MKD,2015,33.0,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
BGR,MKD,2015,28.0,Bulgaria,42.733883,25.48583,North Macedonia,41.608635,21.745275
SRB,MKD,2015,5.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
SRB,MKD,2013,111.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
IDN,MKD,2013,51.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
RUS,MKD,2013,46.0,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
COL,MKD,2013,45.0,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
GRC,MKD,2013,18.0,Greece,39.074208,21.824312,North Macedonia,41.608635,21.745275
IDN,MKD,2012,157.0,Indonesia,-0.789275,113.921327,North Macedonia,41.608635,21.745275
RUS,MKD,2012,43.0,Russia,55.7558,37.6173,North Macedonia,41.608635,21.745275
COL,MKD,2012,31.0,Colombia,4.570868,-74.297333,North Macedonia,41.608635,21.745275
SRB,MKD,2012,27.0,Serbia,44.016521,21.005859,North Macedonia,41.608635,21.745275
GRC,MKD,2012,19.0,Greece,39.074208,21.824312,North Macedonia,41.608635,21.745275
SRB,KOS,2017,5.141,Serbia,44.016521,21.005859,Kosovo,42.602636,20.902977
MNE,KOS,2017,3.41,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
BIH,KOS,2017,1.666,Bosnia and Herzegovina,43.915886,17.679076,Kosovo,42.602636,20.902977
UKR,KOS,2017,0.427,Ukraine,48.379433,31.16558,Kosovo,42.602636,20.902977
ALB,KOS,2017,0.081,Albania,41.153332,20.168331,Kosovo,42.602636,20.902977
MNE,KOS,2019,8.808,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
IDN,KOS,2019,0.477,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
MKD,KOS,2019,0.05,North Macedonia,41.608635,21.745275,Kosovo,42.602636,20.902977
TUR,KOS,2019,0.007,Turkey,38.963745,35.243322,Kosovo,42.602636,20.902977
ALB,KOS,2019,0.006,Albania,41.153332,20.168331,Kosovo,42.602636,20.902977
IDN,KOS,2012,59.0,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
MKD,KOS,2012,43.0,North Macedonia,41.608635,21.745275,Kosovo,42.602636,20.902977
COL,KOS,2012,9.0,Colombia,4.570868,-74.297333,Kosovo,42.602636,20.902977
MNE,KOS,2012,8.0,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
SRB,KOS,2012,2.0,Serbia,44.016521,21.005859,Kosovo,42.602636,20.902977
MNE,KOS,2018,7.771,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
SRB,KOS,2018,1.083,Serbia,44.016521,21.005859,Kosovo,42.602636,20.902977
BIH,KOS,2018,0.025,Bosnia and Herzegovina,43.915886,17.679076,Kosovo,42.602636,20.902977
IDN,KOS,2013,15.0,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
COL,KOS,2013,4.0,Colombia,4.570868,-74.297333,Kosovo,42.602636,20.902977
MNE,KOS,2013,2.0,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
ZAF,KOS,2013,2.0,South Africa,-30.559482,22.937506,Kosovo,42.602636,20.902977
MKD,KOS,2013,1.0,North Macedonia,41.608635,21.745275,Kosovo,42.602636,20.902977
MNE,KOS,2020,13.646,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
KAZ,KOS,2020,5.984,Kazakhstan,48.82552167,55.91012779,Kosovo,42.602636,20.902977
RUS,KOS,2020,3.422,Russia,55.7558,37.6173,Kosovo,42.602636,20.902977
IDN,KOS,2020,1.076,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
SRB,KOS,2020,0.561,Serbia,44.016521,21.005859,Kosovo,42.602636,20.902977
ZAF,KOS,2014,8.0,South Africa,-30.559482,22.937506,Kosovo,42.602636,20.902977
RUS,KOS,2014,5.0,Russia,55.7558,37.6173,Kosovo,42.602636,20.902977
IDN,KOS,2014,2.0,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
MNE,KOS,2014,1.0,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
IDN,KOS,2015,9.0,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
UKR,KOS,2015,3.0,Ukraine,48.379433,31.16558,Kosovo,42.602636,20.902977
MNE,KOS,2015,2.0,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
MNE,KOS,2016,2.0,Montenegro,42.708678,19.37439,Kosovo,42.602636,20.902977
IDN,KOS,2016,1.0,Indonesia,-0.789275,113.921327,Kosovo,42.602636,20.902977
UKR,BGR,2002,2334.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
RUS,BGR,2002,908.0,Russia,55.7558,37.6173,Bulgaria,42.733883,25.48583
AUS,BGR,2002,322.0,Australia,22.01668395,30.63279925,Bulgaria,42.733883,25.48583
USA,BGR,2002,241.0,USA,48.80463093,-16.35109482,Bulgaria,42.733883,25.48583
VNM,BGR,2002,167.0,Viet Nam,14.058324,108.277199,Bulgaria,42.733883,25.48583
UKR,BGR,2000,1487.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
USA,BGR,2000,779.0,USA,48.80463093,-16.35109482,Bulgaria,42.733883,25.48583
RUS,BGR,2000,744.0,Russia,55.7558,37.6173,Bulgaria,42.733883,25.48583
POL,BGR,2000,296.0,Poland,51.919438,19.145136,Bulgaria,42.733883,25.48583
AUS,BGR,2000,53.0,Australia,22.01668395,30.63279925,Bulgaria,42.733883,25.48583
UKR,BGR,2007,2565.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
RUS,BGR,2007,1051.0,Russia,55.7558,37.6173,Bulgaria,42.733883,25.48583
USA,BGR,2007,656.0,USA,48.80463093,-16.35109482,Bulgaria,42.733883,25.48583
VNM,BGR,2007,374.0,Viet Nam,14.058324,108.277199,Bulgaria,42.733883,25.48583
CYP,BGR,2007,118.0,Cyprus,35.126413,33.429859,Bulgaria,42.733883,25.48583
UKR,BGR,1998,992.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
USA,BGR,1998,981.0,USA,48.80463093,-16.35109482,Bulgaria,42.733883,25.48583
RUS,BGR,1998,616.0,Russia,55.7558,37.6173,Bulgaria,42.733883,25.48583
ZAF,BGR,1998,383.0,South Africa,-30.559482,22.937506,Bulgaria,42.733883,25.48583
VNM,BGR,1998,321.0,Viet Nam,14.058324,108.277199,Bulgaria,42.733883,25.48583
UKR,BGR,2001,2049.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
TJK,BGR,2001,570.0,Tajikistan,38.861034,71.276093,Bulgaria,42.733883,25.48583
VNM,BGR,2001,474.0,Viet Nam,14.058324,108.277199,Bulgaria,42.733883,25.48583
USA,BGR,2001,410.0,USA,48.80463093,-16.35109482,Bulgaria,42.733883,25.48583
POL,BGR,2001,216.0,Poland,51.919438,19.145136,Bulgaria,42.733883,25.48583
UKR,BGR,2003,1468.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
RUS,BGR,2003,1287.0,Russia,55.7558,37.6173,Bulgaria,42.733883,25.48583
USA,BGR,2003,670.0,USA,48.80463093,-16.35109482,Bulgaria,42.733883,25.48583
AUS,BGR,2003,505.0,Australia,22.01668395,30.63279925,Bulgaria,42.733883,25.48583
UKR,BGR,2004,2575.0,Ukraine,48.379433,31.16558,Bulgaria,42.733883,25.48583
RUS,BGR,2004,1119.0,Russia,55.7558,37.6173,Bulgaria,42.733883,25.48583
AUS,BGR,2004,576.0,Australia,22.01668395,30.63279925,Bulgaria,42.733883,25.48583
