from,to,year,coal_value,from_name,from_lat,from_lon,to_name,to_lat,to_lon
TOTAL,ALB,1990,302.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1991,200.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1992,50.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1993,0.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1994,0.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1995,0.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1996,0.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1997,0.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1998,0.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,1999,70.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2000,43.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2001,64.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2002,47.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2003,6.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2004,6.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2005,9.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2006,9.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2007,9.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2008,9.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2009,151.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2010,167.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2011,212.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2012,117.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2013,102.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2014,133.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2015,102.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2016,81.0,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2017,80.45,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2018,131.972,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2019,121.026,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,ALB,2020,137.43,Total,0.0,0.0,Albania,41.153332,20.168331
TOTAL,AUT,1990,4756.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1991,5020.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1992,4759.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1993,4007.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1994,3832.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1995,3925.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1996,4609.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1997,4717.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1998,4509.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,1999,4137.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2000,4543.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2001,4995.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2002,5230.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2003,5279.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2004,5861.0,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2005,5892.946,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2006,5570.774,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2007,5843.927,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2008,5633.328,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2009,4058.873,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2010,5021.898,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2011,4637.746,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2012,4952.506,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2013,4594.823,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2014,4548.633,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2015,4142.823,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2016,4303.615,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2017,4647.085,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2018,4031.04,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2019,4108.781,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,AUT,2020,3601.244,Total,0.0,0.0,Austria,47.516231,14.550072
TOTAL,BIH,2014,1437.0,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BIH,2015,1415.0,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BIH,2016,1406.0,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BIH,2017,1517.0,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BIH,2018,1601.638,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BIH,2019,1693.769,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BIH,2020,1361.368,Total,0.0,0.0,Bosnia and Herzegovina,43.915886,17.679076
TOTAL,BEL,1990,15934.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1991,15522.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1992,14921.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1993,12785.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1994,14203.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1995,15571.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1996,13713.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1997,13563.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1998,13872.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,1999,11936.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2000,12776.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2001,14024.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2002,10497.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2003,9891.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2004,10373.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2005,9291.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2006,8555.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2007,8081.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2008,8723.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2009,5307.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2010,6763.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2011,6558.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2012,5968.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2013,6070.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2014,5925.0,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2015,4920.7,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2016,4425.2,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2017,4320.7,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2018,4730.2,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2019,4619.4,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BEL,2020,3727.2,Total,0.0,0.0,Belgium,50.503887,3.469936
TOTAL,BGR,1990,5886.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1991,4712.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1992,3726.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1993,4247.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1994,3428.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1995,3565.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1996,3854.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1997,3864.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1998,3745.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,1999,3004.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2000,3632.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2001,4048.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2002,4006.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2003,4180.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2004,4834.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2005,4202.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2006,4073.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2007,5115.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2008,5535.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2009,2853.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2010,2846.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2011,3362.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2012,2506.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2013,1618.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2014,1461.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2015,1137.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2016,859.0,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2017,960.401,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2018,897.079,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2019,620.281,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,BGR,2020,661.034,Total,0.0,0.0,Bulgaria,42.733883,25.48583
TOTAL,CYP,1990,97.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1991,97.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1992,26.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1993,33.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1994,27.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1995,20.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1996,18.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1997,19.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1998,21.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,1999,26.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2000,50.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2001,59.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2002,66.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2003,51.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2004,40.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2005,64.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2006,64.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2007,34.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2008,42.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2009,27.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2010,18.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2011,1.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2012,1.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2013,1.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2014,5.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2015,6.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2016,0.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2017,16.5,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2018,22.0,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2019,32.454,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CYP,2020,23.643,Total,0.0,0.0,Cyprus,35.126413,33.429859
TOTAL,CZE,1990,2480.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1991,3299.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1992,1968.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1993,2026.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1994,1922.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1995,3010.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1996,3358.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1997,2638.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1998,1825.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,1999,1346.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2000,1697.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2001,1730.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2002,2032.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2003,2292.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2004,2740.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2005,2046.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2006,2988.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2007,3567.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2008,3137.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2009,3020.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2010,3681.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2011,3769.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2012,3501.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2013,3635.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2014,5585.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2015,5046.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2016,4718.0,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2017,4796.189,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2018,4758.695,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2019,4449.049,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,CZE,2020,4318.885,Total,0.0,0.0,Czechia,49.817492,15.472962
TOTAL,DEU,1990,19121.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1991,20346.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1992,21218.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1993,18594.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1994,21130.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1995,20360.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1996,22262.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1997,25878.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1998,29049.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,1999,28962.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2000,35928.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2001,42530.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2002,39688.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2003,40142.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2004,44070.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2005,41012.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2006,50016.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2007,51136.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2008,49921.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2009,41233.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2010,50484.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2011,51916.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2012,52479.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2013,58034.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2014,57453.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2015,57637.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2016,60327.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2017,52935.0,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2018,47259.772,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2019,43007.711,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DEU,2020,31280.775,Total,0.0,0.0,Germany,48.91603664,10.16177296
TOTAL,DNK,1990,10303.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1991,12864.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1992,11986.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1993,10512.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1994,11818.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1995,13057.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1996,13176.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1997,13525.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1998,8119.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,1999,7168.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2000,6464.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2001,6955.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2002,6302.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2003,9547.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2004,7634.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2005,6067.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2006,8727.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2007,8157.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2008,7609.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2009,6733.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2010,4594.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2011,6159.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2012,4000.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2013,4973.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2014,4554.0,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2015,2772.426,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2016,2897.384,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2017,3085.752,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2018,2770.486,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2019,2396.234,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,DNK,2020,1122.166,Total,0.0,0.0,Denmark,56.26392,9.501785
TOTAL,EST,1990,385.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1991,339.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1992,260.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1993,54.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1994,120.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1995,105.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1996,95.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1997,49.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1998,89.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,1999,91.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2000,102.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2001,85.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2002,61.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2003,58.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2004,44.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2005,54.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2006,95.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2007,176.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2008,123.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2009,30.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2010,71.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2011,67.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2012,82.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2013,59.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2014,82.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2015,7.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2016,23.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2017,45.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2018,44.0,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2019,48.695,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,EST,2020,3.5,Total,0.0,0.0,Estonia,58.595272,25.013607
TOTAL,GRC,1990,1412.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1991,1433.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1992,2154.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1993,1358.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1994,1509.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1995,1420.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1996,1668.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1997,1234.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1998,1376.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,1999,1204.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2000,1246.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2001,1367.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2002,994.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2003,751.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2004,818.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2005,650.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2006,386.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2007,613.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2008,678.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2009,298.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2010,652.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2011,506.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2012,413.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2013,441.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2014,336.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2015,257.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2016,312.0,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2017,411.305,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2018,379.265,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2019,326.51,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,GRC,2020,304.352,Total,0.0,0.0,Greece,39.074208,21.824312
TOTAL,ESP,1990,10944.0,Total,0.0,0.0,Spain,40.463667,-3.74922
