country,year,product,value,siec,,,,
ALB,2009,Solid fossil fuels,4207.734,C0000X0350-0370,,,,
ALB,2010,Solid fossil fuels,4643.1612,C0000X0350-0370,,,,
ALB,2011,Solid fossil fuels,5818.563432,C0000X0350-0370,,,,
ALB,2012,Solid fossil fuels,3233.2563,C0000X0350-0370,,,,
ALB,2013,Solid fossil fuels,2805.36534,C0000X0350-0370,,,,
ALB,2014,Solid fossil fuels,3619.446732,C0000X0350-0370,,,,
ALB,2015,Solid fossil fuels,3939.318252,C0000X0350-0370,,,,
ALB,2016,Solid fossil fuels,2090.929788,C0000X0350-0370,,,,
ALB,2017,Solid fossil fuels,5156.002332,C0000X0350-0370,,,,
ALB,2018,Solid fossil fuels,10010.38759,C0000X0350-0370,,,,
ALB,2019,Solid fossil fuels,5170.781736,C0000X0350-0370,,,,
ALB,2020,Solid fossil fuels,6308.084088,C0000X0350-0370,,,,
AUT,2009,Solid fossil fuels,120111.0021,C0000X0350-0370,,,,
AUT,2010,Solid fossil fuels,141661.7596,C0000X0350-0370,,,,
AUT,2011,Solid fossil fuels,145803.5515,C0000X0350-0370,,,,
AUT,2012,Solid fossil fuels,135864.4233,C0000X0350-0370,,,,
AUT,2013,Solid fossil fuels,138868.9128,C0000X0350-0370,,,,
AUT,2014,Solid fossil fuels,127677.4708,C0000X0350-0370,,,,
AUT,2015,Solid fossil fuels,135032.7155,C0000X0350-0370,,,,
AUT,2016,Solid fossil fuels,126175.3726,C0000X0350-0370,,,,
AUT,2017,Solid fossil fuels,130158.3173,C0000X0350-0370,,,,
AUT,2018,Solid fossil fuels,114699.4375,C0000X0350-0370,,,,
AUT,2019,Solid fossil fuels,120792.1526,C0000X0350-0370,,,,
AUT,2020,Solid fossil fuels,103476.9713,C0000X0350-0370,,,,
BIH,2014,Solid fossil fuels,153149.5852,C0000X0350-0370,,,,
BIH,2015,Solid fossil fuels,151370.1534,C0000X0350-0370,,,,
BIH,2016,Solid fossil fuels,172152.968,C0000X0350-0370,,,,
BIH,2017,Solid fossil fuels,175373.0778,C0000X0350-0370,,,,
BIH,2018,Solid fossil fuels,177104.9057,C0000X0350-0370,,,,
BIH,2019,Solid fossil fuels,163623.4934,C0000X0350-0370,,,,
BIH,2020,Solid fossil fuels,167877.031,C0000X0350-0370,,,,
BEL,2009,Solid fossil fuels,131267.6937,C0000X0350-0370,,,,
BEL,2010,Solid fossil fuels,158561.6104,C0000X0350-0370,,,,
BEL,2011,Solid fossil fuels,146752.5316,C0000X0350-0370,,,,
BEL,2012,Solid fossil fuels,135470.8641,C0000X0350-0370,,,,
BEL,2013,Solid fossil fuels,149179.2428,C0000X0350-0370,,,,
BEL,2014,Solid fossil fuels,145550.6688,C0000X0350-0370,,,,
BEL,2015,Solid fossil fuels,143395.0948,C0000X0350-0370,,,,
BEL,2016,Solid fossil fuels,132102.4998,C0000X0350-0370,,,,
BEL,2017,Solid fossil fuels,128063.9543,C0000X0350-0370,,,,
BEL,2018,Solid fossil fuels,128525.0466,C0000X0350-0370,,,,
BEL,2019,Solid fossil fuels,127276.4173,C0000X0350-0370,,,,
BEL,2020,Solid fossil fuels,98455.40716,C0000X0350-0370,,,,
BGR,2009,Solid fossil fuels,268619.1846,C0000X0350-0370,,,,
BGR,2010,Solid fossil fuels,290488.432,C0000X0350-0370,,,,
BGR,2011,Solid fossil fuels,338866.1942,C0000X0350-0370,,,,
BGR,2012,Solid fossil fuels,289517.22,C0000X0350-0370,,,,
BGR,2013,Solid fossil fuels,248973.2118,C0000X0350-0370,,,,
BGR,2014,Solid fossil fuels,266166.599,C0000X0350-0370,,,,
BGR,2015,Solid fossil fuels,276638.7907,C0000X0350-0370,,,,
BGR,2016,Solid fossil fuels,238588.4824,C0000X0350-0370,,,,
BGR,2017,Solid fossil fuels,256347.7575,C0000X0350-0370,,,,
BGR,2018,Solid fossil fuels,235872.5052,C0000X0350-0370,,,,
BGR,2019,Solid fossil fuels,219757.2608,C0000X0350-0370,,,,
BGR,2020,Solid fossil fuels,179316.0804,C0000X0350-0370,,,,
CYP,2009,Solid fossil fuels,609.556212,C0000X0350-0370,,,,
CYP,2010,Solid fossil fuels,702.503172,C0000X0350-0370,,,,
CYP,2011,Solid fossil fuels,312.33528,C0000X0350-0370,,,,
CYP,2012,Solid fossil fuels,5.191632,C0000X0350-0370,,,,
CYP,2013,Solid fossil fuels,5.191632,C0000X0350-0370,,,,
CYP,2014,Solid fossil fuels,92.863224,C0000X0350-0370,,,,
CYP,2015,Solid fossil fuels,154.032372,C0000X0350-0370,,,,
CYP,2016,Solid fossil fuels,0,C0000X0350-0370,,,,
CYP,2017,Solid fossil fuels,124.76664,C0000X0350-0370,,,,
CYP,2018,Solid fossil fuels,569.990952,C0000X0350-0370,,,,
CYP,2019,Solid fossil fuels,720.087732,C0000X0350-0370,,,,
CYP,2020,Solid fossil fuels,586.319472,C0000X0350-0370,,,,
CZE,2009,Solid fossil fuels,737229.2448,C0000X0350-0370,,,,
CZE,2010,Solid fossil fuels,789085.1493,C0000X0350-0370,,,,
CZE,2011,Solid fossil fuels,766218.3549,C0000X0350-0370,,,,
CZE,2012,Solid fossil fuels,723609.3751,C0000X0350-0370,,,,
CZE,2013,Solid fossil fuels,723322.8305,C0000X0350-0370,,,,
CZE,2014,Solid fossil fuels,668718.878,C0000X0350-0370,,,,
CZE,2015,Solid fossil fuels,686409.5315,C0000X0350-0370,,,,
CZE,2016,Solid fossil fuels,693078.0572,C0000X0350-0370,,,,
CZE,2017,Solid fossil fuels,663089.7672,C0000X0350-0370,,,,
CZE,2018,Solid fossil fuels,662154.3524,C0000X0350-0370,,,,
CZE,2019,Solid fossil fuels,594572.0735,C0000X0350-0370,,,,
CZE,2020,Solid fossil fuels,510313.7283,C0000X0350-0370,,,,
DEU,2009,Solid fossil fuels,3017493.665,C0000X0350-0370,,,,
DEU,2010,Solid fossil fuels,3310742.58,C0000X0350-0370,,,,
DEU,2011,Solid fossil fuels,3264275.087,C0000X0350-0370,,,,
DEU,2012,Solid fossil fuels,3346033.326,C0000X0350-0370,,,,
DEU,2013,Solid fossil fuels,3414801.265,C0000X0350-0370,,,,
DEU,2014,Solid fossil fuels,3332891.799,C0000X0350-0370,,,,
DEU,2015,Solid fossil fuels,3324936.041,C0000X0350-0370,,,,
DEU,2016,Solid fossil fuels,3229313.842,C0000X0350-0370,,,,
DEU,2017,Solid fossil fuels,2985544.194,C0000X0350-0370,,,,
DEU,2018,Solid fossil fuels,2919815.37,C0000X0350-0370,,,,
DEU,2019,Solid fossil fuels,2364078.085,C0000X0350-0370,,,,
DEU,2020,Solid fossil fuels,1867131.972,C0000X0350-0370,,,,
DNK,2009,Solid fossil fuels,167617.3238,C0000X0350-0370,,,,
DNK,2010,Solid fossil fuels,159472.7418,C0000X0350-0370,,,,
DNK,2011,Solid fossil fuels,135420.9993,C0000X0350-0370,,,,
DNK,2012,Solid fossil fuels,103320.3432,C0000X0350-0370,,,,
DNK,2013,Solid fossil fuels,132869.9821,C0000X0350-0370,,,,
DNK,2014,Solid fossil fuels,106079.6956,C0000X0350-0370,,,,
DNK,2015,Solid fossil fuels,76101.3702,C0000X0350-0370,,,,
DNK,2016,Solid fossil fuels,83935.87783,C0000X0350-0370,,,,
DNK,2017,Solid fossil fuels,64302.8422,C0000X0350-0370,,,,
DNK,2018,Solid fossil fuels,65438.80477,C0000X0350-0370,,,,
DNK,2019,Solid fossil fuels,36538.03613,C0000X0350-0370,,,,
DNK,2020,Solid fossil fuels,29820.483,C0000X0350-0370,,,,
EST,2009,Solid fossil fuels,1849.93758,C0000X0350-0370,,,,
EST,2010,Solid fossil fuels,1002.31992,C0000X0350-0370,,,,
EST,2011,Solid fossil fuels,1217.479572,C0000X0350-0370,,,,
EST,2012,Solid fossil fuels,1024.258752,C0000X0350-0370,,,,
EST,2013,Solid fossil fuels,1172.010924,C0000X0350-0370,,,,
EST,2014,Solid fossil fuels,1406.011176,C0000X0350-0370,,,,
EST,2015,Solid fossil fuels,559.35648,C0000X0350-0370,,,,
EST,2016,Solid fossil fuels,362.535012,C0000X0350-0370,,,,
EST,2017,Solid fossil fuels,514.515852,C0000X0350-0370,,,,
EST,2018,Solid fossil fuels,700.995924,C0000X0350-0370,,,,
EST,2019,Solid fossil fuels,591.552972,C0000X0350-0370,,,,
EST,2020,Solid fossil fuels,-114.132168,C0000X0350-0370,,,,
GRC,2009,Solid fossil fuels,352748.6601,C0000X0350-0370,,,,
GRC,2010,Solid fossil fuels,329209.4656,C0000X0350-0370,,,,
GRC,2011,Solid fossil fuels,330207.0545,C0000X0350-0370,,,,
GRC,2012,Solid fossil fuels,340589.5649,C0000X0350-0370,,,,
GRC,2013,Solid fossil fuels,292280.6755,C0000X0350-0370,,,,
GRC,2014,Solid fossil fuels,279974.791,C0000X0350-0370,,,,
GRC,2015,Solid fossil fuels,234727.6666,C0000X0350-0370,,,,
GRC,2016,Solid fossil fuels,182941.5561,C0000X0350-0370,,,,
GRC,2017,Solid fossil fuels,201662.8742,C0000X0350-0370,,,,
GRC,2018,Solid fossil fuels,191088.4409,C0000X0350-0370,,,,
GRC,2019,Solid fossil fuels,133813.8124,C0000X0350-0370,,,,
GRC,2020,Solid fossil fuels,76656.95856,C0000X0350-0370,,,,
ESP,2009,Solid fossil fuels,404663.7659,C0000X0350-0370,,,,
ESP,2010,Solid fossil fuels,304844.5505,C0000X0350-0370,,,,
ESP,2011,Solid fossil fuels,532399.2239,C0000X0350-0370,,,,
ESP,2012,Solid fossil fuels,649738.7319,C0000X0350-0370,,,,
ESP,2013,Solid fossil fuels,479293.3922,C0000X0350-0370,,,,
ESP,2014,Solid fossil fuels,484336.5602,C0000X0350-0370,,,,
ESP,2015,Solid fossil fuels,568701.2501,C0000X0350-0370,,,,
ESP,2016,Solid fossil fuels,453681.9411,C0000X0350-0370,,,,
ESP,2017,Solid fossil fuels,540427.7479,C0000X0350-0370,,,,
ESP,2018,Solid fossil fuels,482398.8673,C0000X0350-0370,,,,
ESP,2019,Solid fossil fuels,212343.8615,C0000X0350-0370,,,,
ESP,2020,Solid fossil fuels,129784.2686,C0000X0350-0370,,,,
FIN,2009,Solid fossil fuels,148036.9163,C0000X0350-0370,,,,
FIN,2010,Solid fossil fuels,192039.4306,C0000X0350-0370,,,,
FIN,2011,Solid fossil fuels,165306.6289,C0000X0350-0370,,,,
FIN,2012,Solid fossil fuels,125394.1995,C0000X0350-0370,,,,
FIN,2013,Solid fossil fuels,158585.1821,C0000X0350-0370,,,,
FIN,2014,Solid fossil fuels,128553.3913,C0000X0350-0370,,,,
FIN,2015,Solid fossil fuels,114550.6387,C0000X0350-0370,,,,
FIN,2016,Solid fossil fuels,123899.135,C0000X0350-0370,,,,
FIN,2017,Solid fossil fuels,118930.1989,C0000X0350-0370,,,,
FIN,2018,Solid fossil fuels,114705.8433,C0000X0350-0370,,,,
FIN,2019,Solid fossil fuels,89222.04778,C0000X0350-0370,,,,
FIN,2020,Solid fossil fuels,77055.45818,C0000X0350-0370,,,,
FRA,2009,Solid fossil fuels,465439.0198,C0000X0350-0370,,,,
FRA,2010,Solid fossil fuels,500829.9983,C0000X0350-0370,,,,
FRA,2011,Solid fossil fuels,472240.1833,C0000X0350-0370,,,,
FRA,2012,Solid fossil fuels,524467.2476,C0000X0350-0370,,,,
FRA,2013,Solid fossil fuels,554531.8629,C0000X0350-0370,,,,
FRA,2014,Solid fossil fuels,412217.5905,C0000X0350-0370,,,,
FRA,2015,Solid fossil fuels,390492.1597,C0000X0350-0370,,,,
FRA,2016,Solid fossil fuels,381486.1017,C0000X0350-0370,,,,
FRA,2017,Solid fossil fuels,415393.4457,C0000X0350-0370,,,,
FRA,2018,Solid fossil fuels,382343.7676,C0000X0350-0370,,,,
FRA,2019,Solid fossil fuels,306832.9874,C0000X0350-0370,,,,
FRA,2020,Solid fossil fuels,221854.094,C0000X0350-0370,,,,
GEO,2013,Solid fossil fuels,13197.75656,C0000X0350-0370,,,,
GEO,2014,Solid fossil fuels,12178.06142,C0000X0350-0370,,,,
GEO,2015,Solid fossil fuels,11378.42449,C0000X0350-0370,,,,
GEO,2016,Solid fossil fuels,10954.72033,C0000X0350-0370,,,,
GEO,2017,Solid fossil fuels,12207.36902,C0000X0350-0370,,,,
GEO,2018,Solid fossil fuels,12667.54021,C0000X0350-0370,,,,
GEO,2019,Solid fossil fuels,10097.30556,C0000X0350-0370,,,,
GEO,2020,Solid fossil fuels,8919.893664,C0000X0350-0370,,,,
HRV,2009,Solid fossil fuels,21215.47856,C0000X0350-0370,,,,
HRV,2010,Solid fossil fuels,28583.24173,C0000X0350-0370,,,,
HRV,2011,Solid fossil fuels,29421.5647,C0000X0350-0370,,,,
HRV,2012,Solid fossil fuels,26430.3473,C0000X0350-0370,,,,
HRV,2013,Solid fossil fuels,28265.33801,C0000X0350-0370,,,,
HRV,2014,Solid fossil fuels,27075.28198,C0000X0350-0370,,,,
HRV,2015,Solid fossil fuels,25363.13198,C0000X0350-0370,,,,
HRV,2016,Solid fossil fuels,27256.31921,C0000X0350-0370,,,,
HRV,2017,Solid fossil fuels,16426.28178,C0000X0350-0370,,,,
HRV,2018,Solid fossil fuels,15338.55114,C0000X0350-0370,,,,
HRV,2019,Solid fossil fuels,17518.86911,C0000X0350-0370,,,,
HRV,2020,Solid fossil fuels,15122.34479,C0000X0350-0370,,,,
HUN,2009,Solid fossil fuels,107169.1847,C0000X0350-0370,,,,
HUN,2010,Solid fossil fuels,113182.3924,C0000X0350-0370,,,,
HUN,2011,Solid fossil fuels,113396.4216,C0000X0350-0370,,,,
HUN,2012,Solid fossil fuels,109035.8694,C0000X0350-0370,,,,
HUN,2013,Solid fossil fuels,94872.34372,C0000X0350-0370,,,,
HUN,2014,Solid fossil fuels,92477.49412,C0000X0350-0370,,,,
HUN,2015,Solid fossil fuels,98782.77305,C0000X0350-0370,,,,
HUN,2016,Solid fossil fuels,91657.76054,C0000X0350-0370,,,,
HUN,2017,Solid fossil fuels,93576.23604,C0000X0350-0370,,,,
HUN,2018,Solid fossil fuels,89322.07043,C0000X0350-0370,,,,
HUN,2019,Solid fossil fuels,76589.21614,C0000X0350-0370,,,,
HUN,2020,Solid fossil fuels,70464.01147,C0000X0350-0370,,,,
IRL,2009,Solid fossil fuels,47949.24326,C0000X0350-0370,,,,
IRL,2010,Solid fossil fuels,51626.80278,C0000X0350-0370,,,,
IRL,2011,Solid fossil fuels,51214.9054,C0000X0350-0370,,,,
IRL,2012,Solid fossil fuels,62173.22638,C0000X0350-0370,,,,
IRL,2013,Solid fossil fuels,54699.28596,C0000X0350-0370,,,,
IRL,2014,Solid fossil fuels,52357.19004,C0000X0350-0370,,,,
IRL,2015,Solid fossil fuels,61420.52347,C0000X0350-0370,,,,
IRL,2016,Solid fossil fuels,60634.87045,C0000X0350-0370,,,,
IRL,2017,Solid fossil fuels,48005.68133,C0000X0350-0370,,,,
IRL,2018,Solid fossil fuels,32972.38978,C0000X0350-0370,,,,
IRL,2019,Solid fossil fuels,16396.47176,C0000X0350-0370,,,,
IRL,2020,Solid fossil fuels,18662.95408,C0000X0350-0370,,,,
ISL,2009,Solid fossil fuels,3575.652804,C0000X0350-0370,,,,
ISL,2010,Solid fossil fuels,3773.395368,C0000X0350-0370,,,,
ISL,2011,Solid fossil fuels,3798.68364,C0000X0350-0370,,,,
ISL,2012,Solid fossil fuels,3878.693388,C0000X0350-0370,,,,
ISL,2013,Solid fossil fuels,4086.10746,C0000X0350-0370,,,,
ISL,2014,Solid fossil fuels,3631.755924,C0000X0350-0370,,,,
ISL,2015,Solid fossil fuels,3893.891472,C0000X0350-0370,,,,
ISL,2016,Solid fossil fuels,4055.836896,C0000X0350-0370,,,,
ISL,2017,Solid fossil fuels,4073.882004,C0000X0350-0370,,,,
ISL,2018,Solid fossil fuels,4713.08076,C0000X0350-0370,,,,
ISL,2019,Solid fossil fuels,4446.674676,C0000X0350-0370,,,,
ISL,2020,Solid fossil fuels,3888.574236,C0000X0350-0370,,,,
ITA,2009,Solid fossil fuels,517837.4916,C0000X0350-0370,,,,
ITA,2010,Solid fossil fuels,572502.2365,C0000X0350-0370,,,,
ITA,2011,Solid fossil fuels,641893.9666,C0000X0350-0370,,,,
ITA,2012,Solid fossil fuels,657940.5894,C0000X0350-0370,,,,
ITA,2013,Solid fossil fuels,566732.8261,C0000X0350-0370,,,,
ITA,2014,Solid fossil fuels,546747.0526,C0000X0350-0370,,,,
ITA,2015,Solid fossil fuels,514963.0022,C0000X0350-0370,,,,
ITA,2016,Solid fossil fuels,459836.3696,C0000X0350-0370,,,,
ITA,2017,Solid fossil fuels,391122.3568,C0000X0350-0370,,,,
ITA,2018,Solid fossil fuels,357475.7247,C0000X0350-0370,,,,
ITA,2019,Solid fossil fuels,271320.1312,C0000X0350-0370,,,,
ITA,2020,Solid fossil fuels,213298.5775,C0000X0350-0370,,,,
LTU,2009,Solid fossil fuels,6060.81168,C0000X0350-0370,,,,
LTU,2010,Solid fossil fuels,7620.017868,C0000X0350-0370,,,,
LTU,2011,Solid fossil fuels,8809.44588,C0000X0350-0370,,,,
LTU,2012,Solid fossil fuels,8380.633824,C0000X0350-0370,,,,
LTU,2013,Solid fossil fuels,9506.841156,C0000X0350-0370,,,,
LTU,2014,Solid fossil fuels,8203.364712,C0000X0350-0370,,,,
LTU,2015,Solid fossil fuels,6711.147324,C0000X0350-0370,,,,
LTU,2016,Solid fossil fuels,6671.03778,C0000X0350-0370,,,,
LTU,2017,Solid fossil fuels,6833.234412,C0000X0350-0370,,,,
LTU,2018,Solid fossil fuels,7239.479616,C0000X0350-0370,,,,
LTU,2019,Solid fossil fuels,7091.057556,C0000X0350-0370,,,,
LTU,2020,Solid fossil fuels,5635.055988,C0000X0350-0370,,,,
LUX,2009,Solid fossil fuels,2801.304144,C0000X0350-0370,,,,
LUX,2010,Solid fossil fuels,2745.535968,C0000X0350-0370,,,,
LUX,2011,Solid fossil fuels,2475.571104,C0000X0350-0370,,,,
LUX,2012,Solid fossil fuels,2295.371232,C0000X0350-0370,,,,
LUX,2013,Solid fossil fuels,2200.665816,C0000X0350-0370,,,,
LUX,2014,Solid fossil fuels,2180.820384,C0000X0350-0370,,,,
LUX,2015,Solid fossil fuels,2060.53362,C0000X0350-0370,,,,
LUX,2016,Solid fossil fuels,2132.33724,C0000X0350-0370,,,,
LUX,2017,Solid fossil fuels,1972.652688,C0000X0350-0370,,,,
LUX,2018,Solid fossil fuels,1748.40768,C0000X0350-0370,,,,
LUX,2019,Solid fossil fuels,1915.754076,C0000X0350-0370,,,,
LUX,2020,Solid fossil fuels,1609.489656,C0000X0350-0370,,,,
LVA,2009,Solid fossil fuels,3542.535216,C0000X0350-0370,,,,
LVA,2010,Solid fossil fuels,4459.109472,C0000X0350-0370,,,,
LVA,2011,Solid fossil fuels,4590.19818,C0000X0350-0370,,,,
LVA,2012,Solid fossil fuels,3808.9413,C0000X0350-0370,,,,
LVA,2013,Solid fossil fuels,2968.23186,C0000X0350-0370,,,,
LVA,2014,Solid fossil fuels,2464.517952,C0000X0350-0370,,,,
LVA,2015,Solid fossil fuels,1936.729944,C0000X0350-0370,,,,
LVA,2016,Solid fossil fuels,1687.824684,C0000X0350-0370,,,,
LVA,2017,Solid fossil fuels,1690.83918,C0000X0350-0370,,,,
LVA,2018,Solid fossil fuels,1893.815244,C0000X0350-0370,,,,
LVA,2019,Solid fossil fuels,1644.616908,C0000X0350-0370,,,,
LVA,2020,Solid fossil fuels,961.540488,C0000X0350-0370,,,,
MDA,2010,Solid fossil fuels,4778.729784,C0000X0350-0370,,,,
MDA,2011,Solid fossil fuels,4981.705848,C0000X0350-0370,,,,
MDA,2012,Solid fossil fuels,4543.766568,C0000X0350-0370,,,,
MDA,2013,Solid fossil fuels,6154.428528,C0000X0350-0370,,,,
MDA,2014,Solid fossil fuels,3880.033164,C0000X0350-0370,,,,
MDA,2015,Solid fossil fuels,4064.3361,C0000X0350-0370,,,,
MDA,2016,Solid fossil fuels,3003.19164,C0000X0350-0370,,,,
MDA,2017,Solid fossil fuels,4245.289596,C0000X0350-0370,,,,
MDA,2018,Solid fossil fuels,3466.000512,C0000X0350-0370,,,,
MDA,2019,Solid fossil fuels,4257.263844,C0000X0350-0370,,,,
MDA,2020,Solid fossil fuels,3246.067908,C0000X0350-0370,,,,
MNE,2009,Solid fossil fuels,8636.572908,C0000X0350-0370,,,,
MNE,2010,Solid fossil fuels,17572.66949,C0000X0350-0370,,,,
MNE,2011,Solid fossil fuels,17766.09965,C0000X0350-0370,,,,
MNE,2012,Solid fossil fuels,15951.708,C0000X0350-0370,,,,
MNE,2013,Solid fossil fuels,15399.13414,C0000X0350-0370,,,,
MNE,2014,Solid fossil fuels,15012.31568,C0000X0350-0370,,,,
MNE,2015,Solid fossil fuels,15841.21835,C0000X0350-0370,,,,
MNE,2016,Solid fossil fuels,12907.73693,C0000X0350-0370,,,,
MNE,2017,Solid fossil fuels,13150.44572,C0000X0350-0370,,,,
MNE,2018,Solid fossil fuels,14921.79707,C0000X0350-0370,,,,
MNE,2019,Solid fossil fuels,15424.50614,C0000X0350-0370,,,,
MNE,2020,Solid fossil fuels,16033.225,C0000X0350-0370,,,,
MKD,2009,Solid fossil fuels,56034.9589,C0000X0350-0370,,,,
MKD,2010,Solid fossil fuels,54631.41793,C0000X0350-0370,,,,
MKD,2011,Solid fossil fuels,61118.06904,C0000X0350-0370,,,,
MKD,2012,Solid fossil fuels,58517.18701,C0000X0350-0370,,,,
MKD,2013,Solid fossil fuels,48692.19092,C0000X0350-0370,,,,
MKD,2014,Solid fossil fuels,45367.1181,C0000X0350-0370,,,,
MKD,2015,Solid fossil fuels,39702.33583,C0000X0350-0370,,,,
MKD,2016,Solid fossil fuels,36854.55821,C0000X0350-0370,,,,
MKD,2017,Solid fossil fuels,40710.2242,C0000X0350-0370,,,,
MKD,2018,Solid fossil fuels,35179.41953,C0000X0350-0370,,,,
MKD,2019,Solid fossil fuels,43482.47195,C0000X0350-0370,,,,
MKD,2020,Solid fossil fuels,31753.44482,C0000X0350-0370,,,,
MLT,2009,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2010,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2011,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2012,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2013,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2014,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2015,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2016,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2017,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2018,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2019,Solid fossil fuels,0,C0000X0350-0370,,,,
MLT,2020,Solid fossil fuels,0,C0000X0350-0370,,,,
NLD,2009,Solid fossil fuels,312413.5732,C0000X0350-0370,,,,
NLD,2010,Solid fossil fuels,315735.6734,C0000X0350-0370,,,,
NLD,2011,Solid fossil fuels,311470.9989,C0000X0350-0370,,,,
NLD,2012,Solid fossil fuels,341311.118,C0000X0350-0370,,,,
NLD,2013,Solid fossil fuels,340164.9396,C0000X0350-0370,,,,
NLD,2014,Solid fossil fuels,377096.3675,C0000X0350-0370,,,,
NLD,2015,Solid fossil fuels,463578.6989,C0000X0350-0370,,,,
NLD,2016,Solid fossil fuels,430181.8932,C0000X0350-0370,,,,
NLD,2017,Solid fossil fuels,385843.1788,C0000X0350-0370,,,,
NLD,2018,Solid fossil fuels,346632.0802,C0000X0350-0370,,,,
NLD,2019,Solid fossil fuels,268954.6729,C0000X0350-0370,,,,
NLD,2020,Solid fossil fuels,172080.9969,C0000X0350-0370,,,,
NOR,2009,Solid fossil fuels,23496.78215,C0000X0350-0370,,,,
NOR,2010,Solid fossil fuels,31951.10365,C0000X0350-0370,,,,
NOR,2011,Solid fossil fuels,35427.7805,C0000X0350-0370,,,,
NOR,2012,Solid fossil fuels,34183.37981,C0000X0350-0370,,,,
NOR,2013,Solid fossil fuels,32455.31998,C0000X0350-0370,,,,
NOR,2014,Solid fossil fuels,35588.80483,C0000X0350-0370,,,,
NOR,2015,Solid fossil fuels,34369.3156,C0000X0350-0370,,,,
NOR,2016,Solid fossil fuels,31720.70405,C0000X0350-0370,,,,
NOR,2017,Solid fossil fuels,35491.71294,C0000X0350-0370,,,,
NOR,2018,Solid fossil fuels,34466.70056,C0000X0350-0370,,,,
NOR,2019,Solid fossil fuels,33543.21809,C0000X0350-0370,,,,
NOR,2020,Solid fossil fuels,34487.80204,C0000X0350-0370,,,,
POL,2009,Solid fossil fuels,2142494.835,C0000X0350-0370,,,,
POL,2010,Solid fossil fuels,2312043.823,C0000X0350-0370,,,,
POL,2011,Solid fossil fuels,2287622.47,C0000X0350-0370,,,,
POL,2012,Solid fossil fuels,2104359.116,C0000X0350-0370,,,,
POL,2013,Solid fossil fuels,2226981.571,C0000X0350-0370,,,,
POL,2014,Solid fossil fuels,2062955.558,C0000X0350-0370,,,,
POL,2015,Solid fossil fuels,2025354.619,C0000X0350-0370,,,,
POL,2016,Solid fossil fuels,2074008.626,C0000X0350-0370,,,,
POL,2017,Solid fossil fuels,2079660.22,C0000X0350-0370,,,,
POL,2018,Solid fossil fuels,2062002.308,C0000X0350-0370,,,,
POL,2019,Solid fossil fuels,1835531.011,C0000X0350-0370,,,,
POL,2020,Solid fossil fuels,1713016.953,C0000X0350-0370,,,,
PRT,2009,Solid fossil fuels,119790.8794,C0000X0350-0370,,,,
PRT,2010,Solid fossil fuels,69401.40163,C0000X0350-0370,,,,
PRT,2011,Solid fossil fuels,92460.66318,C0000X0350-0370,,,,
PRT,2012,Solid fossil fuels,122855.4077,C0000X0350-0370,,,,
PRT,2013,Solid fossil fuels,110956.9407,C0000X0350-0370,,,,
PRT,2014,Solid fossil fuels,112222.7779,C0000X0350-0370,,,,
PRT,2015,Solid fossil fuels,136417.7926,C0000X0350-0370,,,,
PRT,2016,Solid fossil fuels,119175.043,C0000X0350-0370,,,,
PRT,2017,Solid fossil fuels,135114.2325,C0000X0350-0370,,,,
PRT,2018,Solid fossil fuels,112884.7109,C0000X0350-0370,,,,
PRT,2019,Solid fossil fuels,52257.33486,C0000X0350-0370,,,,
PRT,2020,Solid fossil fuels,23686.19298,C0000X0350-0370,,,,
ROU,2009,Solid fossil fuels,314826.7191,C0000X0350-0370,,,,
ROU,2010,Solid fossil fuels,290928.5484,C0000X0350-0370,,,,
ROU,2011,Solid fossil fuels,338822.819,C0000X0350-0370,,,,
ROU,2012,Solid fossil fuels,316522.708,C0000X0350-0370,,,,
ROU,2013,Solid fossil fuels,238995.4393,C0000X0350-0370,,,,
ROU,2014,Solid fossil fuels,239800.3098,C0000X0350-0370,,,,
ROU,2015,Solid fossil fuels,246695.9694,C0000X0350-0370,,,,
ROU,2016,Solid fossil fuels,220976.4988,C0000X0350-0370,,,,
ROU,2017,Solid fossil fuels,225612.6681,C0000X0350-0370,,,,
ROU,2018,Solid fossil fuels,211305.8282,C0000X0350-0370,,,,
ROU,2019,Solid fossil fuels,204878.2528,C0000X0350-0370,,,,
ROU,2020,Solid fossil fuels,145781.2359,C0000X0350-0370,,,,
SRB,2009,Solid fossil fuels,335728.6063,C0000X0350-0370,,,,
SRB,2010,Solid fossil fuels,324584.5589,C0000X0350-0370,,,,
SRB,2011,Solid fossil fuels,366698.7009,C0000X0350-0370,,,,
SRB,2012,Solid fossil fuels,319093.1939,C0000X0350-0370,,,,
SRB,2013,Solid fossil fuels,331168.0507,C0000X0350-0370,,,,
SRB,2014,Solid fossil fuels,262136.0085,C0000X0350-0370,,,,
